Title,Image URL,Price,Description,Grade,Specification,Link
魔道祖師一（新裝版）《陳情令》原著小說,https://cdn.kingstone.com.tw/book/images/product/20185/2018561713947/2018561713947b.jpg,281,"夷陵老祖魏無羨，死於亂葬崗大圍剿。
他是人人喊打的魔頭，眾人都罵他叛出師門、喪心病狂，
他的死亡帶來了無數的歡欣鼓舞。

十幾年過去，魏無羨自認再沒有比他更安分的孤魂野鬼了，
可竟有人透過獻舍，召喚他上身，讓他再度重活於世！
換了一具肉身的魏無羨意圖隱瞞身分，
誰承想卻陰錯陽差地被姑蘇藍氏的藍忘機給帶回了藍府。

生前的魏無羨為魔道祖師，本以為死無全屍已是他的結局，
可此番意外重生後，卻得再次面對當初圍剿他的各大仙門世家。
更棘手的是，向來嚴肅古板的藍忘機如今卻硬是留住自己，
任他撒潑調戲、夜半爬床也依舊面不改色，平靜以對。
這人稱含光君的世家仙首藍忘機，究竟意欲如何？
而自己，又待如何？

本書特色
  墨香銅臭年度最具話題性的超強人氣之作！
第一季動畫超過27億次點擊量！
熱播網劇《陳情令》原著小說！影視60億次點擊量！",普通級,21*14.8,https://www.kingstone.com.tw/basic/2018561713947/?lid=book_class2_bestseller_RA
魔道祖師二（新裝版）《陳情令》原著小說,https://cdn.kingstone.com.tw/book/images/product/20185/2018561714029/2018561714029b.jpg,281,"趁藍忘機與薛洋纏鬥之際，
魏無羨帶著一群世家少年們，
跟隨著盲眼無舌的少女陰魂所發出的竹竿敲地聲一路前行，
孰料他們所見到的，竟是曉星塵的屍身！

「明月清風曉星塵，傲雪凌霜宋子琛。」
圍繞在薛洋、曉星塵與宋嵐之間的，是一場令人唏噓的悲劇。
魏無羨透過「共情」讓少女亡靈上身，
由此觀看到義城裡那一幕幕已無可挽回的悲慘過往。
可此趟義城之行，雖瞭解了過去，卻也新添了疑問。
那名曾偷挖屍體，現又劫走薛洋的掘墓人，究竟是誰？
而那個大費周章引他們去義城之人，又是何居心？

然而更讓眾人感到震撼的是，
在魏無羨和藍忘機努力搜查並集齊了四肢與軀幹後，
無頭屍體「好兄弟」的真實身分，已然呼之欲出……

本書特色
  墨香銅臭年度最具話題性的超強人氣之作！
第一季動畫超過27億次點擊量！
熱播網劇《陳情令》原著小說！影視60億次點擊量！",普通級,21*14.8,https://www.kingstone.com.tw/basic/2018561714029/?lid=book_class2_bestseller_RA
男神，請對我溫柔一點（5）（限）（完）,https://cdn.kingstone.com.tw/book/images/product/20185/2018563654682/2018563654682b.jpg?v=b2223,284,"二十歲，急速竄紅的高顏值新生代偶像安紀宇其實是個骨灰級網遊高手，而在一款熱門新手遊中，他有了一個新隊友——一個名叫「大白兔奶糖真好吃」的「萌妹子」。

十八歲，身為苦逼高三黨的趙彬，藉著遊戲釋放學業壓力，卻不知相處一年極度合拍的隊友是個大明星。

終於兩人相約在週末面基。

本著向安紀宇解釋清楚自己不是女生而去赴約的趙彬，卻親眼目睹自己被一個女孩「冒名頂替」了……",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563654682/?lid=book_class2_bestseller_RA
男神，請對我溫柔一點（4）（限）,https://cdn.kingstone.com.tw/book/images/product/20185/2018563654712/2018563654712b.jpg?v=562dd,284,"二十歲，急速竄紅的高顏值新生代偶像安紀宇其實是個骨灰級網遊高手，而在一款熱門新手遊中，他有了一個新隊友——一個名叫「大白兔奶糖真好吃」的「萌妹子」。

十八歲，身為苦逼高三黨的趙彬，藉著遊戲釋放學業壓力，卻不知相處一年極度合拍的隊友是個大明星。

終於兩人相約在週末面基。

本著向安紀宇解釋清楚自己不是女生而去赴約的趙彬，卻親眼目睹自己被一個女孩「冒名頂替」了……",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563654712/?lid=book_class2_bestseller_RA
男神，請對我溫柔一點（3）（限）,https://cdn.kingstone.com.tw/book/images/product/20185/2018563654842/2018563654842b.jpg?v=848ef,284,"二十歲，急速竄紅的高顏值新生代偶像安紀宇其實是個骨灰級網遊高手，而在一款熱門新手遊中，他有了一個新隊友——一個名叫「大白兔奶糖真好吃」的「萌妹子」。

十八歲，身為苦逼高三黨的趙彬，藉著遊戲釋放學業壓力，卻不知相處一年極度合拍的隊友是個大明星。

終於兩人相約在週末面基。

本著向安紀宇解釋清楚自己不是女生而去赴約的趙彬，卻親眼目睹自己被一個女孩「冒名頂替」了……",限制級,25開15*21cm,https://www.kingstone.com.tw/basic/2018563654842/?lid=book_class2_bestseller_RA
未必故意的戀愛史上部2,https://cdn.kingstone.com.tw/book/images/product/20186/2018620150577/2018620150577b.jpg?v=019a4,277,"◎人氣韓耽續集登場～～韓國RIDIBOOKS評價高達4.7顆星！改編漫畫、廣播劇好評不斷👍
◎特邀知名繪師吉茶繪製精美封面！占有欲滿點，我的人只有我能使喚🚫
◎酒醉必備！臉紅心跳的經典場面(*´艸`*)
仁涉清醒時，出現在他眼前的竟是偶然歐爸的八塊腹肌？！
◎更多回憶揭曉，兩人過去究竟有何糾葛？
◎隨書附贈拍立得卡，對你的喜歡在一次次相視中加深💕
  韓國RIDIBOOKS評分4.7⭐浪漫愛情喜劇續集登場💞
腹黑偏執超人氣演員╳正直單純菜鳥經紀人
電視劇開拍！片場危機四伏？！
就算遭遇危險的人是你，我也會挺身保護。
崔仁涉待在李偶然的身邊已經滿一個月，
經紀人的工作也漸漸步入正軌，
與此同時，迎來了「崔仁涉」的生日，
金代表特別替他準備了一場驚喜生日派對，
但崔仁涉想到自己別有居心，覺得非常愧疚，
因此狠下心要求代表別再這麼做，冷著臉轉身就走。
崔仁涉強忍著眼眶中打轉的淚水跑到天臺，
想起獻上祝福的代表和同事，他真的很感動，
由衷希望有一天能跟大家好好相處、成為朋友，
然而，他是個騙子，根本沒資格接受大家的溫柔。
派對後，李偶然看著爛醉如泥的經紀人抱住他的腿、
流淚呼喚「珍妮」的樣子，讓他有些煩躁，
他拿起對方的手機準備打給那個女人，
卻意外發現仁涉的通話記錄只有工作相關的號碼，
查看著這不正常的手機，李偶然的嘴角逐漸上揚──
崔仁涉的人生，就好似只圍繞著他一個人打轉。",普通級,21*14.8*1.6,https://www.kingstone.com.tw/basic/2018620150577/?lid=book_normal_ra&actid=book_normal_ra
在水面行走3,https://cdn.kingstone.com.tw/book/images/product/20186/2018620151529/2018620151529b.jpg?v=8a422,316,"◎韓國RIDIBOOKS 4.7顆星好評推薦！還曾改編為同名網路漫畫、廣播劇，討論度依舊熱烈！
◎特邀人氣繪師Kanapy繪製全新封面，扶後頸，抓領帶，深情對望……無法抗拒的魅惑氛圍～～
◎接受性取向的轉變，讓「同志色情片演員」不再是能夠輕易拋下的經歷，或許還會越陷越深……
◎身分暴露之後，終於點燃深埋在兩人之間的未爆彈──龐大債務和色情片事業，甚至是……他們不曾設想過的問題？
◎隨書附贈沉醉不醒藏書票。

榮獲韓國2019年RIDI BL小說作者大賞！4.7顆星好評推薦☆
性慾旺盛事業型CEO╳不善言辭禁慾系直男
著迷、淪陷、纏綿，他們和普通人一樣相戀，
只要故事的起點，不是同志色情片……


「我們別讓彼此……心裡留下疙瘩吧。」
所有的錯誤，似乎都是因那部《轉移錄》而起，
偏離原始劇情的內容就像在昭告世界：
艾德‧塔爾伯特喜歡男人。
他愛麥昆，卻為了自尊心不願直面現實，
無論是在色情片裡興奮喘息的自己，
還是默認將兩人的感情暴露在鏡頭前的麥昆。
但是，紙永遠包不住火，
麥昆的另一重身分突然被曝光──
從未露面的傑出劇作家，竟是同志色情片製作人。
聳動的新聞標題吸引了無數觀眾，
艾德也徹底被攤開在大眾面前，供人審視……
這場意外，瞬間瓦解了艾德和麥昆謹慎維持的表面平和，
可對於總是選擇逃避的他們來說，
又何嘗不是一種轉機？",限制級,21*14.8*2,https://www.kingstone.com.tw/basic/2018620151529/?lid=book_normal_ra&actid=book_normal_ra
萬有引力7（完）【印簽特裝組】,https://cdn.kingstone.com.tw/book/images/product/20185/2018563627167/2018563627167b.jpg?v=c278b,616,"【內文橫排】
「我們去有一萬畝蘋果林的地方，去摘很多很多蘋果，好嗎？」
世界是讓人挪不開眼的花花世界，人是讓人捨不得放開的摯愛之人。這就夠了

★收錄三篇共2.5萬字誠意滿滿的繁中版獨家番外別冊《好風相隨》，兩篇肉番及一篇整年份南舟所寫的日記，更多精采內容，不容錯過！

★浩瀚宇宙中，渺小如螞蟻的地球玩家們正努力伸長觸角，彼此傳遞，努力傳遞著一點獲勝的希望……
立方舟與高維人的博奕即將進入牽動千萬人命運的最終回，誰能成為最後贏家？

★這世界的許多故事，幾多複雜，也幾多絢爛……
收錄5篇共1.8萬字正文番外，屬於他們的故事還未完待續

★隨書好禮大方送：
第一重：隨書贈送精美留言卡
第二重：完整收錄五篇正文番外
第三重：作者後記，這也是一個和不可抗力對抗的故事

★預購限量好禮：
「蘋果樹下」印簽透卡
尺寸：5.4x8.5cm
PVC透卡上印有作者簽名，限量珍藏
（數量有限，送完為止）


萬有引力7【印簽特裝組】╱小說+獨家番外別冊《好風相隨》+「引力款」印簽霧面PVC書衣+搖搖樂印簽壓克力吊飾（附珠鍊）

=商品簡介=
「引力款」印簽霧面PVC書衣
14.8 x21cm╱霧面PVC╱局部燙銀╱背面上局部白墨

──萬物之間皆有引力，所以我遇見你
利用PVC的特性，書衣正面露出完整封面圖，上面有燙銀的作者手寫金句和簽名。背面則以「萬有引力」為設計概念，在萬有引力的公式下，有受引力牽引的撲克牌、被蘋果吸引的蜜袋鼬、把玩家捲入殘酷的遊戲世界……等。兩側折口則以蘋果樹裝飾，搭配書衣呈現兩種不同風格的封面設計。

「世間萬物皆有引力」搖搖樂印簽壓克力吊飾
規格：9x7cm╱0.2cm透明壓克力╱中間夾層0.3cm無注油╱外框上層單面圖、下層雙面不同圖╱下層背面有作者手寫金句╱兩個小內片皆雙面同圖╱保護膜請自行撕除╱附珠鍊

──他們必將相遇，就是這個宇宙的終極法則
江舫實現了帶南舟在蘋果林中摘蘋果的願望，兩人的世界一切正好，包括每一個已經到來，和行將到來的日子。搖一搖，有一顆紅蘋果及抱著蘋果的南極星在兩人中間滑動。背面有作者手寫金句及印簽，完美收藏。

【備註】
1. 特裝組預購送的PVC印簽書衣，會直接包書後包收縮膜
2. 特裝組附錄的繁中版獨家番外《好風相隨》不裝盒，會跟書包收縮膜
3. 預購贈品數量有限，送完為止，預購結束後所出貨的商品就不再附贈
4. 商品示意圖僅供參考，實際印刷顏色及效果請以實品為準，謝謝
5. 搖搖樂壓克力吊飾所附的珠鍊，可更換成自行準備的掛鍊
6. 贈品白盒僅為方便商品包裝之用，若運送過程產生些微碰撞或壓痕均屬正常現象，贈品盒恕無法退換，謝謝


=番外別冊簡介=
《好風相隨》番外別冊╱14.8 x21cm╱橫排左翻╱56頁╱騎馬釘

江為舟天地
舫繫南湖中
兩隻船，就這樣一直泊在這裡，相偎相依，也不差

【番外一】幻中之真（正文擴寫╱肉番）
江舫與南舟在看一部描述聖子與惡魔相戀的電影時……
江舫鬆開了扶住南舟後腦的手，「你呢？這些天，你有沒有一點，喜歡上我……？」
「喜歡，是喜歡的。」南舟認真宣布：「但是，我還是要欺負你了。」

【番外二】南舟日記
關於南舟來到這個世界的第一年，整年份的日記……
這是一個普通的週日，和以往的和未來的某個週日，並沒有什麼不同。
但我還是想記下來。

【番外三】魚水情歌（肉番）
易水歌和謝相玉的緣分就此展開……
「這會兒專心點兒，別想著做別的。」
易水歌埋下頭來，溫和地注視著謝相玉，「以後，我們來日方長呢。」


=小說簡介=

立方舟小隊背負所有玩家的希望，迎來《萬有引力》的最終局【螞蟻列車】，在這個單人副本裡，五人被拆散進行不同類型的遊戲。

南舟發現自己進入一個類似套娃的沙盒世界，必須在一個套一個的世界裡尋找離開的「車票」。困難的是，每個世界都有個性不同的「南舟」與「江舫」，為了保護對方而成為南舟尋找車票的絆腳石。以及，穿梭不同世界時都找不到外形或名稱叫車票的東西，南舟這隻小螞蟻，必須在重重謎團中，找出遊戲規則及破關的辦法……

好不容易打破迷障，通關沙盒世界後，南舟來到一處詭異的月臺等待其他隊友歸隊。月臺旁停了一輛血跡斑斑的老舊火車，但車廂內的慘狀卻在第二位隊員出現後消失不見，而且令人擔憂的是，火車即將發車了還遲遲不見江舫的身影，立方舟有辦法全員安全通關，進入許願環節，帶領人類結束這該死的遊戲嗎？

江舫：「要學的東西有很多呢。」
南舟：「我很好學的。」
江舫笑了：「這倒是。」
江舫又問：「你想先學什麼？」
南舟：「你教我什麼，我就學什麼。」
江舫英華熠熠的眸光中，倒映著一個南舟，「不然，先學著吻我吧。」

＝延伸閱讀＝
愛生活◆愛閱讀◆愛創作
更多精采活動與新書訊息請關注：
愛呦文創粉絲團：https://www.facebook.com/iyao.book/",限制級,21*14.6*2,https://www.kingstone.com.tw/basic/2018563627167/?lid=book_normal_ra&actid=book_normal_ra
路人角色沒有戀愛戲分(全),https://cdn.kingstone.com.tw/book/images/product/20185/2018563596173/2018563596173b.jpg?v=c130d,221,"★新生代暢銷作家草子信、高人氣繪師阿蟬聯手鉅獻！
★神祕實力派男神×佛系呆萌龍套君，令人心跳失速的蜜戀陷阱！
★【首刷限定贈禮】作者簽名明信片、Q萌可愛PVC書籤卡、KadoKado讀角券3張（首刷售完即無贈品）
★單行本限定收錄──肉香四溢全新番外
 你該不會是故意利用我……跟男性傳緋聞吧？
 路人臨演柳永皓，突然被當紅演員林冠辰搭訕。
兩人明明毫無交集，也從來不曾交談，
林冠辰卻主動靠近，讓柳永皓不知所措。
 直到林冠辰突然現身，解救被騷擾的柳永皓，
柳永皓才明白大演員的熱絡，其實是有求於人。
只是柳永皓沒想到，林冠辰會提出這樣的要求──
「你願意扮演我的戀人嗎？」
 林冠辰的溫柔寵溺，
一點一點點深入他的生活，進駐他的心，
柳永皓彷彿落入精心準備的圈套，
讓他無法對男人無動於衷。
 然而，聚集在柳永皓身上的目光，
卻令多年前的惡夢，再度找上門來……",限制級,21*14.7*1.4,https://www.kingstone.com.tw/basic/2018563596173/?lid=book_normal_ra&actid=book_normal_ra
臣好柔弱啊【上＋中＋下】(3冊合售),https://cdn.kingstone.com.tw/book/images/product/20185/2018563595541/2018563595541b.jpg?v=21f0a,901,"★面冷心軟帝王攻Ｘ外白內黑丞相受
★重生穿越雙重Buff疊加，錯亂的結局即將回歸正軌！
★重活一世，該發生的事還是發生了，但人……似乎不是同一位!?
★獨家收錄繁體中文版限定全新番外篇〈雪中春〉！
★晉江文學城搞笑甜文作者，88億積分超人氣作品！

【首刷限定】
套書版獨家萬用夾收藏夾
寄語印簽明信片X３
（※首刷售完即無贈品）
 裝瘋賣傻只是緩兵之計，想要活命，還是要摸清聖心！
 承化十五年，寧琛死了。王朝建立以來最年輕的左相，權傾朝野、心狠手辣、結黨營私、謀害忠良，最終被射死於金鑾殿前，萬箭穿心。
寧琛死後的當晚，帝王李無廷重生回到了登基這一天。他上輩子錯信佞臣，使得其禍亂朝堂，這次，他決定把所有的禍患提前扼殺在搖籃裡。
寧如深從現代穿越到寧琛身上時，正逢新帝登基大典。肅穆的朝堂之上，李無廷步步逼近寧如深，眼底充滿殺意，寧如深作勢跌了一跤，宛如強風摧殘的小白花一樣瑟瑟發抖。
上輩子無惡不作的大奸臣竟如此柔弱，李無廷看不懂這齣戲，決定暗探虛實。另一方面，不知道怎麼得罪帝王的寧如深，想要保住一命只能步步為營……
 原著書名：《臣好柔弱啊》由北京晉江原創網路科技有限公司授權出版。
 ",普通級,21*14.7*7.6,https://www.kingstone.com.tw/basic/2018563595541/?lid=book_normal_ra&actid=book_normal_ra
海洋之戀（上下冊套書，泰國天后Mame同名耽美網劇原著小說，作者手繪印簽限量特典贈品版）,https://cdn.kingstone.com.tw/book/images/product/20186/2018680023989/2018680023989b.jpg?v=23185,630,"【春光‧南風系】
情不知所起，一往而深。尋著心之所向，乘著拂曉清風，流往剎那即永恆之境。
 ★首刷限量作者手繪印簽頁＋《海洋之戀》影視書衣＋劇照人物卡三張★
 ——✴✴✴——
風靡亞洲超夯泰劇《與愛同居》《不期而愛》《愛在空氣中》
耽美天后作者Mame 2024年艷夏熱戀力打！同名改編戲劇《海洋之戀》於愛奇藝國際版熱播！
《愛在空氣中》當紅男神Fort、Peat領銜主演
收錄比戲劇畫面更火辣精彩細節橋段！
——✴✴✴——
 Tongrak是當紅人氣暢銷作家，才華洋溢又俊美迷人，
他的作品寫盡了美好的愛情，深受廣大書迷喜愛，
然而真實的他卻是個遊戲人間的花蝴蝶。
 當他前往海島旅遊為新作尋找靈感時，
遇上了一個帥氣陽光又令人惱火的南方小島人Mahasamut。
 Mahasamut明明是受僱過來照顧Tongrak的人，卻總是處處跟他作對；
但不可否認的，Tongrak深深被那雙明亮大膽的深邃雙眸吸引，
也難以忽視那道總是燒灼在自己身上的熱燙視線。
 在不停的試探跟來回後，兩人終究乾柴烈火地發生了關係，
一夜過後，不相信愛情的Tongrak竟就此陷入了天羅地網之中……
 ❤TongrakMahasamut
❤必愛海洋
 ——✴✴✴——
本書特色：
天雷勾動地火一發不可收拾
熱帶海洋小島風情戀曲
直球無賴狗狗攻vs傲嬌美人貓兒受
雙向奔赴救贖彼此命定CP
 ★首刷限量作者手繪印簽頁＋《海洋之戀》影視書衣＋劇照人物卡三張★",限制級,21*14.8*4,https://www.kingstone.com.tw/basic/2018680023989/?lid=book_normal_ra&actid=book_normal_ra
Omega Complex1(Omega心結),https://cdn.kingstone.com.tw/book/images/product/20186/2018620148086/2018620148086b.jpg?v=f1028,298,"商品特色
  ※✨韓國RIDIBOOKS 4.6顆星好評推薦✨知名作者Oneulbom老師首部小說，繁體中文版撩慾登場！
※執著企管男神攻╳敏感純情美男受：明明是優性Alpha卻討厭Omega？明明是劣性Omega卻偽裝成Beta？
※特邀人氣繪師Mae繪製全新封面──希望你生命中的每一刻，都有我陪伴在左右。
※隨書附贈課後時光限動霧透卡。
  人氣ABO韓漫原著小說深情上市！
五年後，絲毫沒有褪色的感情──
情愫暗藏的青梅竹馬，不敢表明的悸動……
    內容簡介
  自李潤雨有記憶以來，每一刻都有崔泰謙的身影。
泰謙剛分化成優性Alpha的那陣子，
經常遭到Omega騷擾，更因此厭惡Omega，
這時，潤雨成為了泰謙唯一的避風港。
「……幸好，我不是Omega。」
潤雨對此一直深感幸運，
因為自己是Beta，所以能待在泰謙身邊……
但也開始苦惱，作為「朋友」不該擁有這份心意。
然而，在那年冬天，他卻分化成了Omega！
在那之後，沒有潤雨陪伴的生活已經五年了，
泰謙積極參與校園活動，只期盼能遇見對方，
終於有一天，他們在酒館重逢了！
總是以「朋友」為藉口，表達著超乎朋友的關心，
深藏於心的情感，還能再被壓抑下去嗎？
 ",限制級,21*14.8*1.9,https://www.kingstone.com.tw/basic/2018620148086/?lid=book_normal_ra&actid=book_normal_ra
12月3完,https://cdn.kingstone.com.tw/book/images/product/20186/2018620146082/2018620146082b.jpg?v=c2456,298,"從趙勝君手中死裡逃生後，
逐漸傷癒的延宇看似回歸日常生活，
但被綁架的陰影始終在他的心裡揮之不去。
幸好還有金信一直陪伴在他的身邊，
「身體力行」表達滿腔愛意，給予他需要的力量。
就在一切看似雨過天晴之際，
跳出來阻止這段感情的人居然是──延宇的父親？
面對金信不睦的家庭、對延宇異常的執著，
讓延宇父親不禁擔心起兩人交往之後的未來。
所謂的「覺醒」，
桎梏的不僅僅是Omega，還有Alpha的身與心，
那是刻印入心、至死方休的愛戀。
更何況金信身上還有一個未曾對延宇坦白的「祕密」……
本書收錄番外〈3月〉──
攜手跨越許多難關，兩人終於迎來標記的那一天！
  本書特色
  ◎大勢ABO韓耽《12月》喜迎甜蜜最終回～～曾經他隻身面對世上的殘酷與不公，幸而冥冥中巧遇緣分，在那人執著的等待、深情的目光中重新拾回愛人的勇氣！
  ◎戰勝過往黑暗，即將幸福之際卻遭家長反對？沒關係，小情侶越愛越勇，既然不能常常見面，那就把握每次相處的機會，在彼此身上留下專屬味道！
  ◎特別收錄火辣辣的番外篇(*´∀`)~♥ 愛你寵你更想標記你～～面對覺醒Alpha的強勢進攻，延宇學長請保重身體嘿！
  ◎特邀人氣繪師日出的小太陽繪製封面──激情名場面再現！幽暗密室裡火辣交纏、動情擁吻，金信對延宇學長藏不住的渴望就快要衝破畫面啦！
  ◎小編偷偷說繁中版同名實體漫畫緊鑼密鼓準備中，敬請期待！（詳細消息請靜待粉專公布）
  ◎隨書附贈一觸即發限動霧透卡。
  高人氣ABO韓漫原作小說　幸福終局！
覺醒系極優Alpha年下攻╳溫柔堅毅Omega學長受
  本能的吸引，成就命運的羈絆，
只要那個人是你，這份愛永遠不會衰減也不會消失。
 ",限制級,21*14.8*1.7,https://www.kingstone.com.tw/basic/2018620146082/?lid=book_normal_ra&actid=book_normal_ra
反派少爺是被白豹王子所愛的新娘轉生到BL遊戲世界強制轉職成為馭獸使(全),https://cdn.kingstone.com.tw/book/images/product/20186/2018612415530/2018612415530b.jpg?v=cafc3,216,"  ★受到咀咒的白豹王子╳穿越到遊戲的反派少爺。
    個性認真卻總是不走運的花店打工人翔，某天突然遭逢意外，轉生到自己最喜歡的BL遊戲《祕密冠尾》的世界，成為阻撓主角的「反派少爺，錫安」──!!
在遊戲裡被打入大牢、被凌辱，本來等在眼前的只有殘酷的未來……但是，在遇到一名神祕魔術師後，命運完全改變了。在被賦予的「屬性：費洛蒙」效果之下，他變成受到所有動物喜愛的體質，開始以「王宮專屬馭獸使」的身分在城堡裡工作。而且似乎是開啟了「隱藏劇情線」，故事竟然發展成受到自己轉生前最推的角色「第一王子，馬提亞斯」溺愛……!?儘管迷惘，他仍陪在驕傲又溫柔的王子身邊，不久後被選為新娘候選人，然而，王子身上卻藏有一亢奮就會變身白豹的祕密？
 ",限制級,32開13*19cm,https://www.kingstone.com.tw/basic/2018612415530/?lid=book_normal_ra&actid=book_normal_ra
人類幼崽廢土苟活攻略3【含預購贈品】,https://cdn.kingstone.com.tw/book/images/product/20185/2018563633816/2018563633816b.jpg?v=d5f63,284,"【內文橫排】
封琛：「你在不安什麼？難道還擔心我把你扔了？」
顏布布：「我不擔心，我知道你不會扔掉我，我只是不想你身旁出現另外的人。我只要你和我，還有薩薩卡和比努努。」

★晉江好評不斷哨嚮文，竹馬不相離
#九年後 #末日危機 #中央城 #老友記 #埃哈特哨嚮學院

★晉江好評不斷哨嚮文，竹馬不相離
年輕的哨兵和嚮導即將展開全新冒險旅程~
顏布布：「我好像有點開始喜歡這個學院了。」
封琛臉上露出似笑非笑的神情，「因為可以穿軍裝？」
「對，因為可以穿軍裝，我可太喜歡看你穿軍裝了。」

★封琛：「你為什麼讓獅子叫薩薩卡？牠和比努努不是老在打架嗎？」
顏布布：「對啊，他們就老是在打架啊，所以獅子才得叫薩薩卡啊。」

★隨書好禮大方送：
第一重：封面有燙金作者手寫金句
第二重：隨書附錄人氣繪師透明Tomei精心繪製的彩頁海報
第三重：隨書附贈精美留言卡
第四重：特別收錄作者獨家訪談第二彈，暢談創作源起

★預購限量好禮：
PVC印簽透卡
尺寸：5.4 x 8.5cm
──我只要你和我，還有薩薩卡和比努努
角色透卡上有作者手寫金句，限量珍藏！
（數量有限，送完為止）

封琛帶著被喪屍咬到而陷入昏迷的顏布布，留在即將迎來極寒氣候的海雲城裡。
眼見顏布布身上的喪屍病毒漸漸擴散，又正巧來到他的七歲生日，封琛帶著他跑到廢棄的遊輪上，想實現布布的生日願望──兩人一起在船上看星星，雖然磅礡大雨讓天空什麼也看不見……
正當封琛抱著顏布布絕望痛哭時，忽然從角落裡出現一個全身漆黑的比努努。這世界上大概只有一個人會拿卡通角色來當自己的量子獸吧？
封琛滿腹疑惑地低頭往懷中看去，這一刻他連呼吸都忘記了……

從此，兩個小朋友和他們獨特的量子獸，守著被大雪籠罩、空無一人的海雲城，相互依偎生活了九年，直到陌生的旅人前來借宿，才打破了這寧靜。
封琛聽到中央城仍喪屍病毒肆虐，疫苗尚未問世，但當年他明明已親手將密碼盒交給林奮了，為何多年過去喪屍危機仍沒解除？
兩人決定動身前往中央城一探究竟……

「我們去中心城待多久？什麼時候回來？」顏布布遙遙望著海雲城問。
封琛沉默片刻後，道：「我也不知道。」
「這是我們兩個人的海，是我們兩個人的海雲城。」顏布布低聲道。
封琛：「我們兩個人的海一直都在這兒，海雲城也在這兒，只要想回來，隨時都可以。」

＝延伸閱讀＝
愛生活◆愛閱讀◆愛創作
更多精采活動與新書訊息請關注：
愛呦文創粉絲團：https://www.facebook.com/iyao.book/",普通級,21*14.6*1.8,https://www.kingstone.com.tw/basic/2018563633816/?lid=book_normal_ra&actid=book_normal_ra
